"노선번호","노선ID"
"072","241441015"
"017","241443003"
"068","241454002"
"022","241454003"
"023","241454004"
"069","241454007"
"084","241454010"
"086","241454011"
"084(와석초)","241454012"
"084(와석초)","241454012"
"084(심야)","241454013"
"089","241454014"
"089","241454014"
"075","241454015"
"076","241454016"
"077","241454017"
"084-1","241454018"
"086-1","241454019"
"052","241454020"
"090","241454021"
"071","241454022"
"082","241454023"
"070A","241454025"
"070B","241454026"
"U1","241458100"
"U1","241458100"
"U101","241458101"
"U101","241458101"
"U102","241458102"
"U102","241458102"
"U103","241458103"
"U103","241458103"
"U104","241458104"
"U104","241458104"
"U105","241458105"
"U105","241458105"
"U2","241458200"
"U2","241458200"
"U201","241458201"
"U201","241458201"
"U202","241458202"
"U202","241458202"
"U203","241458203"
"U203","241458203"
"U204","241458204"
"U204","241458204"
"U205","241458205"
"U205","241458205"
"1502","214000001"
"1215","214000005"
"1522","214000006"
"1311","214000014"
"1220","214000018"
"1220","214000018"
"1371","214000019"
"1372","214000020"
"1108","214000021"
"1108","214000021"
"1150","214000022"
"1409","214000039"
"순환121","214000043"
"80","214000052"
"98","214000053"
"82","214000054"
"81-1","214000055"
"83","214000056"
"84","214000060"
"85","214000067"
"86","214000070"
"6396","214000079"
"93","214000080"
"91","214000081"
"99","214000148"
"1731","214000156"
"1731","214000156"
"320-1","214000159"
"810","214000160"
"313","214000169"
"302","214000171"
"6881","214000173"
"300","214000177"
"300-1","214000178"
"310-1","214000179"
"320","214000180"
"873","214000187"
"1199","214000194"
"1000","214000244"
"1361","214000245"
"1177","214000248"
"315","214000251"
"1183","214000254"
"8000","214000255"
"순환111A","214000256"
"순환111B","214000257"
"순환311","214000258"
"1452","214000259"
"1452","214000259"
"평택똑버스01","214000261"
"1155","214000262"
"순환123A","214000263"
"1451","214000264"
"1451","214000264"
"순환122A","214000267"
"1353","214000268"
"순환122B","214000269"
"순환123B","214000270"
"1154","214000271"
"1456","214000272"
"6802","214000273"
"6601","214000274"
"8204","214000275"
"5503","214000276"
"6800","228000411"
"8203","228000425"
"M5438","234001660"
"6600","234001697"
"6801","234001739"
"5401","234001742"
"33A","241208001"
"33A","241208001"
"33B","241208002"
"33B","241208002"
"5","241282001"
"5","241282001"
"16","241282003"
"16","241282003"
"16-1","241282004"
"77","241282006"
"77","241282006"
"77","241282006"
"77-1","241282007"
"77-1","241282007"
"10","241282009"
"10","241282009"
"15","241282010"
"15","241282010"
"99","241282011"
"99","241282011"
"31","241282012"
"31","241282012"
"32","241282013"
"32","241282013"
"6","241283001"
"6","241283001"
"6-1","241283002"
"6-1","241283002"
"8","241283003"
"8","241283003"
"8-1","241283004"
"13A","241283005"
"13B","241283006"
"22","241283007"
"66A","241283008"
"66A","241283008"
"66B","241283009"
"66-2","241283010"
"663","241283011"
"663","241283011"
"666","241283012"
"23","241283013"
"8-2A","241283014"
"8-2B","241283015"
"55","241284001"
"55","241284001"
"88A","241284002"
"5-5","241284003"
"5-1","241284005"
"5-1","241284005"
"5-3","241284006"
"5-3","241284006"
"88B","241284007"
"11-1가곡.사기막","241285001"
"11가곡.사기.성은","241285002"
"11-2","241285003"
"11-3","241285004"
"11-3","241285004"
"11-4","241285005"
"11-6","241285007"
"11-1가곡.아리실","241285008"
"11-1가곡.아리실","241285008"
"11-1가곡.수역","241285009"
"11-1가곡.남사","241285010"
"11-1가곡.남사","241285010"
"11-1가곡.오산역","241285011"
"11-1가곡.오산역","241285011"
"11가곡.순지.성은","241285012"
"11가곡.성은","241285013"
"7","241286001"
"9","241286002"
"3100","207000070"
"56-7","236000009"
"53","236000012"
"55","236000013"
"63","236000015"
"57-1","236000019"
"73","236000023"
"60-1","236000025"
"60","236000039"
"56","236000041"
"62","236000044"
"57","236000046"
"72","236000048"
"138","236000049"
"72-3","236000052"
"2-1","236000056"
"2","236000057"
"66-1","236000058"
"138-5","236000061"
"1386","236000063"
"33","236000066"
"7","236000068"
"66","236000070"
"1","236000117"
"8","236000140"
"3","236000141"
"68","236000145"
"67","236000146"
"3200","236000149"
"9","236000153"
"10","236000154"
"3500","236000176"
"7-1","236000188"
"3600","236000190"
"88","236000194"
"87-1","236000196"
"87-3","236000197"
"87-5","236000198"
"89","236000202"
"87-4","236000204"
"11","236000207"
"86","236000208"
"73-1","236000210"
"11-1","236000211"
"10-1","236000213"
"10-2","236000214"
"60-2","236000215"
"77","236000217"
"3-1","236000218"
"9-1","236000219"
"3006","236000222"
"3006","236000222"
"73-3","236000223"
"12","236000224"
"69","236000225"
"9-2","236000226"
"56-1","236000227"
"77-1","236000228"
"85","236000230"
"85-1","236000231"
"88-1","236000232"
"1403","236000234"
"90","236000235"
"90-1","236000236"
"3100N","236000237"
"6","236000238"
"6-1","236000239"
"30","236000241"
"31","236000242"
"100","236000243"
"91","236000244"
"137","236000245"
"201","236000246"
"201","236000246"
"200","236000247"
"200","236000247"
"92","236000248"
"3-2","236000249"
"3-2","236000249"
"35","236000250"
"65","236000251"
"56-2","236000252"
"20","236000253"
"36","236000254"
"35-1","236000255"
"포춘버스포천권역","236000256"
"포춘버스포천권역","236000256"
"포춘버스소흘권역","236000257"
"포춘버스소흘권역","236000257"
"202","236000258"
"202","236000258"
"30-5","227000001"
"81","227000002"
"30","227000003"
"38","227000004"
"112-5","227000005"
"30-3","227000006"
"9302","227000016"
"31","227000017"
"9303","227000019"
"9202","227000035"
"87","227000036"
"3000","227000038"
"9303-1","227000039"
"9304","227000040"
"35","227000043"
"89","227000044"
"배알미-01","227000045"
"초이-01","227000046"
"33","227000047"
"36","227000048"
"하남똑버스01","227000049"
"하남똑버스02","227000050"
"9301","234000309"
"100","241408001"
"3","241408002"
"10","241408004"
"미사-01","241408006"
"7","241409005"
"8","241409006"
"위례-01","241409009"
"감북-01","241409010"
"초이-02","241409011"
"2","241410001"
"2","241410001"
"22","241410004"
"미사-01","241410005"
"미사-01","241410005"
"교산-01","241410006"
"1","241411001"
"50","241412003"
"5","241412004"
"미사-02","241412005"
"초이-03","241412006"
"초이-04","241412007"
"400","200000008"
"999","200000013"
"50-3","200000014"
"50-2","200000016"
"50-4","200000018"
"50-5","200000020"
"50-6","200000022"
"11","200000060"
"7790","200000149"
"7790","200000149"
"15-1","200000152"
"5-2","200000237"
"5-3","200000282"
"3102","216000061"
"3102","216000061"
"310","216000064"
"310","216000064"
"310","216000064"
"701A","223000032"
"708","223000056"
"73","223000058"
"1004","233000004"
"330","233000005"
"33-1","233000010"
"2","233000013"
"4","233000015"
"5-2","233000019"
"5-4","233000021"
"5-4","233000021"
"15","233000022"
"14","233000024"
"9","233000025"
"19","233000026"
"3-1","233000027"
"3","233000028"
"2-4","233000029"
"2-3","233000030"
"16","233000034"
"2-2","233000035"
"18","233000036"
"4-1","233000038"
"6","233000040"
"11","233000041"
"6-2","233000043"
"17","233000044"
"6-3","233000045"
"8","233000046"
"8-3","233000047"
"1","233000048"
"8-2","233000049"
"1-1","233000051"
"2-1","233000052"
"7-1","233000056"
"8-1","233000057"
"8-1","233000057"
"8-1","233000057"
"7","233000058"
"11-5","233000059"
"11-2","233000060"
"11-4","233000062"
"10","233000064"
"1004-1","233000067"
"1000","233000077"
"20","233000079"
"21","233000080"
"24","233000081"
"23","233000085"
"25","233000094"
"26","233000095"
"27","233000096"
"340-1","233000117"
"1008","233000125"
"712","233000128"
"6001","233000131"
"116-3","233000133"
"8501","233000135"
"8501","233000135"
"6002","233000136"
"8155","233000139"
"1002","233000140"
"6002-1","233000142"
"710","233000252"
"203","233000254"
"8156","233000258"
"4403","233000265"
"6003","233000266"
"28","233000267"
"200","233000268"
"4108","233000270"
"39","233000274"
"65","233000275"
"116-5","233000276"
"67","233000277"
"205","233000281"
"8000","233000311"
"340-2","233000320"
"6008","233000321"
"G6009","233000322"
"7200","233000325"
"1006","233000326"
"G6010","233000327"
"G1003","233000328"
"G8157","233000329"
"H101","233000330"
"H103","233000331"
"M4448","233000332"
"8502","233000333"
"8502","233000333"
"P9301(출근)","233000336"
"P9301(퇴근)","233000337"
"P9302(출근)","233000338"
"P9302(퇴근)","233000339"
"H102","233000340"
"H102","233000340"
"H104","233000342"
"H105","233000343"
"H106","233000344"
"H121","233000345"
"H122","233000346"
"H120A","233000347"
"H120B","233000348"
"M4449","233000354"
"H161","233000368"
"H160","233000369"
"400A","233000377"
"H404","233000378"
"H100","233000379"
"H130","233000382"
"H340","233000383"
"7790(예약)","233000384"
"화성똑버스01","233000385"
"화성똑버스03","233000386"
"H123","233000387"
"18","233000389"
"24","233000390"
"8156(예약)","233000391"
"6011","233000392"
"화성시광역콜버스","233000393"
"220","233000394"
"210","233000395"
"211","233000396"
"8155(예약)","233000397"
"H124","233000398"
"H107","233000399"
"화성똑버스05","233000408"
"화성똑버스04","233000409"
"화성똑버스04","233000409"
"H1","233000415"
"H2","233000416"
"H10-4","233000417"
"H10-7","233000419"
"H10-8","233000420"
"H13-5","233000421"
"H13-7","233000422"
"H50-4B","233000423"
"208(임시)","233000424"
"동탄역1(출근)","233000425"
"동탄역1(출근)","233000425"
"6012","233000426"
"5101","233000441"
"H404-1","233000444"
"1007","234000015"
"720-3","234000068"
"1009","234000310"
"6004","234000314"
"M4403","234000995"
"1551","234001138"
"M4108","234001245"
"1551B","234001290"
"721","234001568"
"116-2","234001570"
"M4130","234001577"
"M4434","234001619"
"M4137","234001622"
"5300-1","241007259"
"7-1","241205003"
"7-1","241205003"
"9","241205007"
"9","241205007"
"9-1","241205008"
"3-2","241205011"
"3-2","241205011"
"50","241205012"
"76","241205013"
"77","241205014"
"78","241205015"
"79","241205016"
"80","241205017"
"80","241205017"
"333","241205019"
"709","241205020"
"709","241205020"
"709-1","241205021"
"709-1","241205021"
"H4","241205022"
"H4","241205022"
"H5","241205023"
"H5","241205023"
"H6(A)","241205024"
"H6(A)","241205024"
"H6(B)","241205025"
"H6(B)","241205025"
"50-3","241205028"
"50-3","241205028"
"H8","241205029"
"H8","241205029"
"동탄역1(퇴근)","241205030"
"동탄역2(퇴근)","241205031"
"동탄역5(출근)","241205032"
"동탄역5(퇴근)","241205033"
"동탄역7(출근)","241205034"
"동탄역7(퇴근)","241205035"
"H50-3","241211008"
"H50-3","241211008"
"H50-4A","241211009"
"H50-6A","241211011"
"H50-7","241211013"
"H50","241211014"
"H51","241211015"
"H52","241211016"
"H50-6B","241211020"
"H50-9","241211021"
"H50(축제)","241211022"
"20(마산포)","241231001"
"20(마산포)","241231001"
"20(어도동네)","241231002"
"20(어도동네)","241231002"
"1","241231004"
"1","241231004"
"공영2(삼존)","241231008"
"공영2(송정)","241231009"
"공영2(송정)","241231009"
"4","241231018"
"4","241231018"
"20-2","241231023"
"20-2","241231023"
"20-1","241231026"
"20-1","241231026"
"20-3(신남)","241231028"
"20-3(신남)","241231028"
"20-3(쌍송)","241231030"
"3(마산포)","241231032"
"3","241231033"
"3","241231033"
"20-4","241231037"
"20-4","241231037"
"22-2","241234002"
"22-3(장전)","241234003"
"22-3(신경대)","241234004"
"22-3(신경대)","241234004"
"6-3","241234006"
"22","241234008"
"6-4","241234009"
"6-4","241234009"
"50-1","241234010"
"50-1","241234010"
"19","241317002"
"19-1","241317004"
"19-2","241317006"
"19-3","241317008"
"39","241317009"
"H17","241317012"
"H9","241317015"
"H11","241317016"
"H12","241317017"
"19-5(A)","241317018"
"19-5(B)","241317019"
"동탄역3(출근)","241317020"
"동탄역3(퇴근)","241317021"
"동탄역4(출근)","241317022"
"동탄역4(퇴근)","241317023"
"동탄역1(출근)","241317024"
"동탄역2(출근)","241317025"
"동탄역8(출근)","241317026"
"동탄역8(퇴근)","241317027"
"5","241318001"
"6","241318003"
"H15","241318005"
"H15","241318005"
"H20","241318006"
"H19","241318008"
"11-2","241323002"
"11-2","241323002"
"11","241323003"
"11","241323003"
"12","241323004"
"12","241323004"
"13","241323005"
"13","241323005"
"13A","241323009"
"13A","241323009"
"17","241324001"
"27","241324002"
"27-2","241324004"
"17-1","241324005"
"50-2","241335001"
"50-2","241335001"
"7(아침)","241335027"
"7(송라)","241335029"
"7(야목)","241335030"
"7(매송)","241335031"
"7(매송)","241335031"
"50-2(오전)","241335034"
"50-2(오후)","241335035"
"50-2(A)","241335036"
"50-2(A)","241335036"
"50-2(신남)","241335037"
"H3","241335038"
"H3","241335038"
"서해선셔틀","241335039"
"서해선셔틀","241335039"
"서해선셔틀","241335039"
"50-8","241445010"
"50-8","241445010"
"22-5","241445012"
"22-5","241445012"
"22-4","241445014"
"22-4","241445014"
"20-5","241445016"
"20-5","241445016"
"5","241445020"
"5","241445020"
"20-6","241445022"
"20-6","241445022"
"50-5(고잔)","241445023"
"50-5(고잔)","241445023"
"50-5(새솔)","241445024"
"50-5(새솔)","241445024"
"22-6","241459001"
"22-6","241459001"
"22-7","241459002"
"22-7","241459002"
"12","241485006"
"10-2","241485017"
"10","241485018"
"10-1","241485019"
"10-3","241485020"
"10-5","241485022"
"36-2","241485023"
"36-3","241485024"
"36-1","241485025"
"36","241485031"
"39","241485033"
"39-1","241485034"
"39-2","241485035"
"13-3","241485039"
"13-2","241485040"
"13-1","241485041"
"10-3A","241485044"
"36A","241485045"
"36-2A","241485046"
"39A","241485047"
"12-1","241485048"
"11-1","241485050"
"13-1A","241485056"
"13-3A","241485057"
"31","241488001"
"6-1","241488002"
"31-1","241488003"
"31-1","241488003"
"31-2","241488006"
"E1","241488007"
"6-2","241488008"
"35-1(A)","241491002"
"35-1(A)","241491002"
"35-2","241491004"
"35-2","241491004"
"38","241491008"
"100","241491010"
"38-1","241491011"
"100(A)","241491012"
"35-1(B)","241491014"
"35-1(B)","241491014"
"동탄역6(출근)","241491015"
"동탄역6(퇴근)","241491016"
