"노선번호","노선ID"
"62","216000016"
"38","216000020"
"301","216000021"
"301","216000021"
"80C","216000023"
"80C","216000023"
"3100","216000026"
"3100","216000026"
"501A","216000030"
"727","216000031"
"71-1","216000035"
"10","216000037"
"97","216000040"
"5","216000041"
"3101","216000043"
"3101","216000043"
"5609","216000046"
"5609","216000046"
"4-1","216000049"
"8-1","216000051"
"500","216000054"
"500","216000054"
"501B","216000055"
"9","216000066"
"9","216000066"
"20","216000067"
"10-1","216000068"
"10-1","216000068"
"13","216000069"
"707-1","216000070"
"3","216000073"
"7","216000074"
"7","216000074"
"50","216000075"
"50","216000075"
"34","216000076"
"6","216000077"
"6","216000077"
"2","216000078"
"2","216000078"
"737","216000079"
"80A","216000081"
"80B","216000082"
"8","216000083"
"90","216000084"
"90","216000084"
"16","216000085"
"70A","216000086"
"70B","216000087"
"9-1","216000088"
"51","216000090"
"51","216000090"
"60A","216000092"
"60A","216000092"
"60B","216000093"
"60B","216000093"
"3100N","216000096"
"3100N","216000096"
"N60A","216000097"
"N60A","216000097"
"N60B","216000098"
"N60B","216000098"
"N70A","216000099"
"N70A","216000099"
"N70B","216000100"
"N70B","216000100"
"N80A","216000101"
"N80A","216000101"
"N80B","216000102"
"N80B","216000102"
"안산똑버스01","216000103"
"7070","216000104"
"7070","216000104"
"3103","216000107"
"3103","216000107"
"72","216000108"
"72","216000108"
"안산똑버스02","216000109"
"122","216000110"
"66","216000111"
"101","217000002"
"101","217000002"
"52","217000003"
"77","217000004"
"511","217000005"
"511","217000005"
"61","217000006"
"61","217000006"
"99","217000007"
"350","217000012"
"320","217000013"
"110","217000014"
"110","217000014"
"30","224000012"
"30","224000012"
"30-2","224000014"
"30-2","224000014"
"98","224000015"
"98","224000015"
"76","224000016"
"4401","228000419"
"370","231000005"
"70","231000006"
"1","231000007"
"1-3","231000011"
"2","231000012"
"2-1","231000013"
"2-1","231000013"
"2-2","231000014"
"2-2","231000014"
"2-3","231000015"
"2-3","231000015"
"7-1","231000016"
"1-1","231000018"
"1-2","231000019"
"1-4","231000020"
"1-6","231000021"
"1-9","231000023"
"1-8","231000024"
"1-8","231000024"
"7","231000025"
"7-2","231000026"
"7-4","231000027"
"7-3","231000028"
"15-1","231000029"
"15-2","231000030"
"15-3","231000031"
"15","231000032"
"15","231000032"
"60","231000033"
"60-3","231000034"
"60-1","231000035"
"20","231000037"
"20","231000037"
"20-3","231000040"
"20-2","231000041"
"20-6","231000042"
"100","231000045"
"100-1","231000046"
"100-2","231000047"
"50-2","231000049"
"50-3","231000050"
"50-1","231000051"
"50-5","231000053"
"50-6","231000054"
"50-7","231000056"
"17","231000058"
"35","231000059"
"3-2","231000061"
"3-1","231000062"
"3-3","231000064"
"3-4","231000065"
"3-5","231000067"
"3-7","231000068"
"3-8","231000069"
"3-9","231000070"
"3-11","231000071"
"3","231000072"
"2-5","231000073"
"2-6","231000074"
"2-8","231000075"
"2-8","231000075"
"10-2","231000078"
"10-6","231000081"
"10-4","231000082"
"5","231000085"
"5-2","231000086"
"5-1","231000088"
"38-1","231000090"
"37","231000094"
"50-8","231000099"
"7-5","231000100"
"7-6","231000101"
"7-7","231000103"
"5-5","231000105"
"100-3","231000106"
"35-2","231000108"
"15-4","231000109"
"7-8","231000111"
"380","231000118"
"10-7","231000119"
"20-1","231000121"
"8-2","231000122"
"2-11","231000125"
"1-5","231000126"
"37-1","231000128"
"8-1","231000132"
"7-9","231000133"
"7-10","231000134"
"7-11","231000135"
"4402","231000139"
"안성똑버스03","231000143"
"안성똑버스04","231000144"
"770","231000145"
"8200","234001729"
"8201","234001730"
"8202","234001737"
"15","208000001"
"15-2","208000002"
"11-2","208000004"
"11-5","208000005"
"11-3","208000006"
"1","208000007"
"3","208000008"
"81","208000009"
"8-1","208000010"
"8-2","208000011"
"88","208000012"
"6","208000013"
"20","208000014"
"5-2","208000015"
"5","208000016"
"51","208000017"
"60","208000018"
"9","208000019"
"9-3","208000020"
"1-2","208000021"
"1-1","208000024"
"10","208000025"
"917","208000026"
"8","208000028"
"22","208000029"
"52","208000030"
"87","208000032"
"15-1","208000033"
"52-1","208000035"
"1-5","208000036"
"83","208000038"
"60-1","208000039"
"80","208000041"
"M5333","208000063"
"55","208000065"
"33","208000067"
"M5556","208000068"
"AY01","208000071"
"AY02","208000072"
"안양똑버스01","208000073"
"31-7","216000019"
"31-7","216000019"
"8407","216000045"
"8407","216000045"
"5","241245001"
"1","241245002"
"5-5","241245003"
"5-3","241245004"
"8","241245005"
"01","241245006"
"70","241245007"
"7","241247001"
"7","241247001"
"3","241247002"
"3","241247002"
"3-1","241247003"
"9","241248001"
"5-1","241250001"
"6","241251001"
"06","241251002"
"06","241251002"
"6-1","241252001"
"6-2","241252002"
"6-3","241252003"
"6-5","241252004"
"2","241253001"
"2-1","241253002"
"10-1","241254001"
"10-2","241254002"
"10-2","241254002"
"31","207000053"
"91","208000064"
"91","208000064"
"양주37","229000032"
"P9601(출근)","233000371"
"P9601(퇴근)","233000372"
"P9602(출근)","233000373"
"P9602(퇴근)","233000374"
"78","235000002"
"78","235000002"
"77","235000004"
"77","235000004"
"80","235000019"
"118","235000020"
"82","235000021"
"82","235000021"
"19","235000080"
"19-1","235000081"
"1100","235000085"
"365","235000088"
"365-1","235000089"
"365-1","235000089"
"365-2","235000090"
"701","235000091"
"G1300","235000092"
"81","235000094"
"81","235000094"
"700","235000097"
"700","235000097"
"22","235000099"
"8906","235000103"
"G1200","235000104"
"99","235000105"
"87","235000113"
"87","235000113"
"1101","235000115"
"G1300N","235000116"
"양주똑버스01","235000117"
"1304","235000118"
"91-1","235000119"
"8300","235000120"
"700-1","235000121"
"700-1","235000121"
"700-2","235000122"
"700-2","235000122"
"1306","235000123"
"39","238000015"
"28","241206001"
"50","241206002"
"51","241206003"
"3-4","241446006"
"3-2","241446019"
"2","241447001"
"2-1","241447002"
"2-2","241447003"
"2-3","241447004"
"2-3","241447004"
"2-4","241447005"
"2-4","241447005"
"10(한시운행)","241447006"
"10","241447007"
"2-4B","241447009"
"2-4B","241447009"
"20","241451002"
"11","241451003"
"20(전원마을)","241451004"
"21","241451005"
"72","241451006"
"72","241451006"
"73","241451007"
"73","241451007"
"77-1","241451008"
"77-1","241451008"
"12(공영)","241451009"
"12(공영)","241451009"
"12(A)","241451010"
"12(B)","241451011"
"75","241451012"
"76","241451013"
"73-1","241451014"
"73-3","241451015"
"73-2","241451016"
"73-2","241451016"
"101","241451019"
"101","241451019"
"16","241455001"
"3","241455002"
"3-1","241455003"
"3-3","241457001"
"3-5","241457002"
"3-7","241457003"
"3-8","241457004"
"13","241457005"
"13-1","241457006"
"14","241457007"
"14","241457007"
"14-1","241457008"
"17A","241457009"
"17B","241457010"
"18","241457011"
"15-1(지축)","241457012"
"15-1(구파발)","241457013"
"15A","241457014"
"15B","241457015"
"3-3A","241457016"
"3-7(한시운행)","241457017"
"1-5","240000002"
"1-4","240000003"
"1-7","240000004"
"2000-1","240000007"
"2000-2","240000008"
"2000-2","240000008"
"2-11","240000009"
"2-5","240000011"
"2-9","240000012"
"2-2","240000014"
"2-3","240000015"
"6","240000016"
"6-1","240000017"
"6-2","240000018"
"6-3","240000019"
"3-2","240000020"
"6-5","240000021"
"6-6","240000023"
"2-8","240000026"
"3-5","240000028"
"2-10","240000029"
"2-1","240000033"
"9-3","240000036"
"10","240000037"
"10-1","240000038"
"10-1","240000038"
"10-2","240000039"
"7","240000041"
"7-1","240000042"
"9-1","240000043"
"7-2","240000044"
"9-6","240000045"
"7-7","240000046"
"7-3","240000047"
"7-4","240000048"
"7-5","240000049"
"4-2","240000051"
"4-4","240000053"
"4-7","240000056"
"4-9","240000057"
"4-8","240000058"
"4-10","240000059"
"4-6","240000060"
"5-2","240000062"
"5-4","240000063"
"1-2","240000064"
"5-5","240000067"
"1-8","240000068"
"1-9","240000069"
"1-1","240000070"
"2-6","240000071"
"6-10","240000072"
"1-3","240000073"
"1","240000075"
"5-1","240000077"
"5-3","240000078"
"9-2","240000080"
"8-2","240000081"
"8-4","240000083"
"8-5","240000085"
"9-7","240000086"
"7-8","240000087"
"22","240000089"
"8-6","240000091"
"8-7","240000092"
"9-8","240000093"
"8-8","240000094"
"4-11","240000095"
"5","240000096"
"5-7","240000098"
"5-8","240000099"
"6-4","240000100"
"7-9","240000102"
"8-3","240000104"
"8-9","240000111"
"1-10","240000113"
"1-6","240000114"
"1-11","240000115"
"1-12","240000116"
"1-13","240000117"
"2-4","240000118"
"3","240000120"
"4-5","240000121"
"2-12","240000122"
"6-12","240000124"
"11","240000125"
"1-30","240000126"
"1-31","240000127"
"1-41","240000128"
"1-42","240000130"
"1-33","240000131"
"1-43","240000132"
"3-22","240000135"
"5-11","240000136"
"5-55","240000137"
"5-88","240000138"
"9-22","240000139"
"3-20","240000140"
"8-33","240000141"
"8-44","240000142"
"8-55","240000143"
"9-20","240000144"
"9-30","240000145"
"30","240000146"
"5-6","240000147"
"1-23","240000148"
"1-53","240000149"
"1-63","240000150"
"77-2","240000151"
"77-7","240000152"
"77-8","240000153"
"22-1","240000154"
"22-2","240000155"
"22-3","240000156"
"22-4","240000157"
"22-5","240000158"
"77","240000159"
"77-1","240000160"
"77-5","240000161"
"77-10","240000162"
"88-1","240000163"
"88-2","240000164"
"88-3","240000165"
"88-5","240000167"
"88-6","240000168"
"40-9","240000170"
"40-1","240000173"
"G9311","240000174"
"G9311","240000174"
"10-7","240000175"
"30-5","240000176"
"40-6","240000177"
"50-2","240000178"
"77-4","240000179"
"77-9","240000180"
"77-9","240000180"
"22-7","240000181"
"22-8","240000182"
"22-6","240000183"
"30-1","240000184"
"2-13","240000185"
"77-11","240000186"
"22-9","240000187"
"77-6","240000188"
"77-3","240000190"
"22-10","240000191"
"3-1","240000192"
"7-6","240000193"
"33-1","240000195"
"33-2","240000196"
"33-3","240000197"
"33-4","240000199"
"33-5","240000200"
"33-6","240000201"
"1-14","240000203"
"5-10","240000204"
"11-1","240000205"
"1-45","240000206"
"1-44","240000207"
"1-32","240000208"
"40-7","240000209"
"40-8","240000210"
"40-5","240000211"
"40-2","240000212"
"40-3","240000213"
"40-4","240000214"
"31","240000215"
"31-1","240000216"
"31-2","240000217"
"31-3","240000218"
"여주똑버스02","237000103"
"여주똑버스01","237000104"
"100-2","215000023"
"100-1","215000024"
"100","215000030"
"82","215000062"
"82-1","215000089"
"82-7","215000138"
"82-3","215000146"
"82-2","215000147"
"82-5","215000153"
"80-2","215000178"
"81","215000209"
"81-1","215000210"
"81-2","215000211"
"81-3","215000212"
"82-4","215000214"
"82-6","215000215"
"83","215000216"
"39-2","238000005"
"39-8","238000006"
"38-1","238000009"
"38-5","238000010"
"38-7","238000011"
"38-3","238000012"
"38-6","238000013"
"38-9","238000022"
"38-10","238000023"
"70","238000024"
"70-1","238000025"
"70-2","238000026"
"37-1","238000028"
"37-2","238000029"
"37-3","238000030"
"33","238000032"
"33-1","238000033"
"35","238000034"
"35-1","238000035"
"35-2","238000036"
"31","238000043"
"67-1","238000044"
"67-2","238000045"
"67-3","238000046"
"G2001","238000048"
"68","238000049"
"68-1","238000050"
"연천똑버스01","238000053"
"32","238000054"
"34","238000055"
"32-1","238000056"
"46","200000106"
"5300","200000175"
"5300-1전","200000193"
"5200","200000299"
"7","223000008"
"7-5","223000010"
"7-5","223000010"
"71","223000019"
"21","223000022"
"22","223000023"
"31","223000077"
"31","223000077"
"111","223000082"
"8","223000099"
"8","223000099"
"202","223000100"
"9","223000105"
"32","223000107"
"M5532","223000127"
"30","223000130"
"201","223000132"
"C1","223000140"
"C1","223000140"
"C2","223000145"
"C2","223000145"
"C3","223000146"
"C3","223000146"
"C4","223000147"
"C4","223000147"
"60","223000148"
"60","223000148"
"5300예약","223000149"
"5104","223000150"
"1550-1","234000324"
"1550-1","234000324"
"1311","234001251"
"1311B","234001691"
"1552","234001708"
"1552","234001708"
"33","241358001"
"33","241358001"
"33-1","241358002"
"99","241358003"
"99","241358003"
"33-3","241358005"
"33-3","241358005"
"100","241359003"
"55","241363001"
"56","241363002"
"56","241363002"
"123","241363011"
"53","241363012"
"88","241367002"
"10","241489001"
"500","241489002"
"90","241489007"
"9-1","241489008"
"7(학통등교)","241489009"
"8(학통등교)","241489010"
"9(학통등교)","241489011"
"11(학통등교)","241489012"
"11(학통하교)","241489013"
"12(학통등교)","241489014"
"30(학통등교)","241489015"
"30(학통하교)","241489016"
"202(학통하교)","241489017"
"202(학통등교)","241489018"
"7-1(학통등교)","241489019"
"9-1(학통등교)","241489020"
"30-1(학통등교)","241489021"
"202-1(학통하교)","241489022"
"30-2(학통등교)","241489023"
"9(학통하교)","241489024"
"60(학통등교)","241489025"
"1151","204000081"
"102","206000007"
"66","228000001"
"10","228000002"
"66-4","228000005"
"10-5","228000008"
"670","228000010"
"820","228000012"
"22-1","228000013"
"68","228000017"
"10-4","228000018"
"88","228000019"
"7","228000020"
"8","228000021"
"74","228000029"
"90","228000038"
"22","228000055"
"71-2","228000056"
"91","228000061"
"71","228000066"
"71-1","228000071"
"70","228000079"
"12","228000081"
"12","228000081"
"92","228000082"
"83","228000089"
"93","228000092"
"95","228000108"
"9-1","228000113"
"83-1","228000119"
"73","228000128"
"84-1","228000130"
"95-1","228000132"
"95-1","228000132"
"82","228000133"
"2","228000136"
"84","228000139"
"3","228000148"
"103","228000149"
"89","228000156"
"9","228000159"
"9-2","228000160"
"93-1","228000162"
"11","228000165"
"6","228000168"
"5000B","228000174"
"5005","228000175"
"5001B","228000176"
"5001-1B","228000177"
"5001-1B","228000177"
"1241","228000181"
"5003B","228000182"
"5003B","228000182"
"5002B","228000183"
"5600","228000184"
"73-1","228000190"
"73-4","228000191"
"75","228000197"
"24-2","228000199"
"81","228000200"
"72","228000201"
"24-1","228000203"
"24","228000204"
"76-2","228000206"
"76-3","228000207"
"76-4","228000208"
"76-5","228000209"
"82-1","228000214"
"97","228000218"
"76-1","228000223"
"73-2","228000232"
"73-3","228000233"
"73-5","228000234"
"20","228000238"
"85","228000246"
"690","228000249"
"10-1","228000250"
"92-1","228000251"
"10-2","228000255"
"14","228000258"
"14-1","228000259"
"5006","228000262"
"5007","228000263"
"16","228000266"
"14-3","228000267"
"65","228000268"
"102","228000269"
"105","228000270"
"5700B","228000271"
"970","228000273"
"77","228000274"
"10-6","228000276"
"10-7","228000277"
"11-1","228000278"
"88-1","228000281"
"55","228000286"
"99","228000287"
"94","228000385"
"5000A","228000388"
"13","228000390"
"24-3","228000391"
"7007-1","228000393"
"5002A","228000394"
"5700A","228000395"
"100","228000396"
"45","228000397"
"P9241(출근)","228000398"
"P9241(퇴근)","228000399"
"P9201(출근)","228000400"
"P9201(퇴근)","228000401"
"101","228000402"
"21","228000403"
"P9211(출근)","228000404"
"P9211(퇴근)","228000405"
"78","228000406"
"Y1201","228000407"
"Y1202","228000408"
"Y1301","228000409"
"Y1302","228000410"
"Y1302","228000410"
"M4455","228000412"
"4101","228000413"
"4101","228000413"
"10-3","228000416"
"25","228000417"
"1101N","228000418"
"5600(예약)","228000420"
"5001-1(예약)","228000421"
"5001(예약)","228000422"
"5001(예약)","228000422"
"5005(예약)","228000423"
"5005(예약)","228000423"
"5003(예약)","228000424"
"용인시광역콜버스","228000426"
"용인시광역콜버스","228000426"
"5600(급행)","228000427"
"5001-1(급행)","228000428"
"5001-1(급행)","228000428"
"5001A","228000429"
"5001-1A","228000430"
"5003A","228000431"
"5003A","228000431"
"N1","228000432"
"1560B","228000433"
"1560B","228000433"
"관광DRT","228000434"
"5700(예약)","228000435"
"5700(예약)","228000435"
"5000(예약)","228000436"
"5000(예약)","228000436"
"14-2","228000437"
"Y55","228000438"
"4104","228000441"
"9241","228000442"
"P9242(출근)","233000334"
"P9242(퇴근)","233000335"
"6900","234000027"
"1113","234000042"
"1005","234000065"
"1117","234000069"
"1117","234000069"
"1303","234000130"
"1550","234000136"
"5500-2","234000148"
"1500-2","234000313"
"M4101","234000875"
"8100","234000878"
"1101","234000879"
"1150","234000882"
"1560A","234000884"
"1560A","234000884"
"1570","234001271"
"P9243(출근)","234001709"
"P9243(출근)","234001709"
"P9243(퇴근)","234001710"
"810","241332001"
"810-1","241332003"
"810-2","241332004"
"11","241419001"
"15","241419002"
"17-1","241419004"
"17","241419006"
"17","241419006"
"14-1","241419007"
"14","241419008"
"14","241419008"
"15-2","241419009"
"15-3","241419011"
"14-3","241419012"
"14-3","241419012"
"14-4","241419013"
"14-4","241419013"
"15-4","241419014"
"88C","241419015"
"88C","241419015"
"15-5","241419016"
"15-5","241419016"
"1","241420001"
"1","241420001"
"16","241420002"
"16","241420002"
"5","241420003"
"5","241420003"
"82","241420004"
"82","241420004"
"2-1","241420005"
"2-1","241420005"
"82-1","241420006"
"82-1","241420006"
"1-1","241420007"
"1-1","241420007"
"5-1","241420008"
"99","241420009"
"88A","241420010"
"88A","241420010"
"88A","241420010"
"88A","241420010"
"88B","241420011"
"88B","241420011"
"88B","241420011"
"88B","241420011"
"801","241420012"
"35","241421001"
"35","241421001"
"35-1","241421002"
"35-2","241421003"
"35-2","241421003"
"35-3","241421004"
"29","241421005"
"29-1B","241421006"
"39-2","241421007"
"39-2","241421007"
"57B","241421008"
"57-1","241421009"
"57-1","241421009"
"57-2","241421010"
"57-2","241421010"
"59-1A","241421011"
"59-1B","241421012"
"29-1A","241421013"
"57A","241421014"
"23","241422001"
"20","241422002"
"23-1A","241422003"
"20-1A","241422004"
"23-2","241422005"
"23-2","241422005"
"20-2","241422006"
"20-2","241422006"
"20-1B","241422007"
"23-1B","241422008"
"23-1B","241422008"
"23-1C","241422009"
"49A","241422010"
"49B","241422011"
"49B","241422011"
"50","241422012"
"22","241423001"
"57","241423006"
"57","241423006"
"59","241423008"
"39","241423012"
"39-1","241423013"
"33","241424001"
"33","241424001"
"34","241424002"
"36","241424003"
"31","241424005"
"28","241424006"
"31-1","241424008"
"31-1","241424008"
"34-1","241424010"
"34-2","241424011"
"34-2","241424011"
"80","241424012"
"80-1","241424013"
"33-2","241424015"
"31-2","241424016"
"31-2","241424016"
"33-1A","241424017"
"33-1B","241424018"
"80-2A","241424019"
"80-2B","241424020"
"501","241424021"
"31N","241424022"
"54","241425001"
"19","241425002"
"51","241425003"
"51","241425003"
"18","241425006"
"18","241425006"
"32","241425007"
"32","241425007"
"38","241425008"
"38","241425008"
"53","241425010"
"30","241425012"
"30","241425012"
"55","241425013"
"55","241425013"
"56","241425014"
"56","241425014"
"58","241425015"
"58","241425015"
"17A","241425016"
"17B","241425017"
"18-1","241425018"
"18-1","241425018"
"28-2","241425020"
"28-2","241425020"
"58-1","241425021"
"58-1","241425021"
"58-2","241425022"
"58-2","241425022"
"38-1","241425023"
"38-1","241425023"
"53-1","241425024"
"51-2A","241425030"
"51-2A","241425030"
"51-1","241425031"
"51-1","241425031"
"18-2","241425032"
"51-2B","241425033"
"56-1","241425034"
"28-1","241425036"
"28-1","241425036"
"28-3","241425038"
"28-3","241425038"
"5","241426001"
"5-3","241426002"
"5-4","241426003"
"201","241426004"
"26","241427001"
"21","241427002"
"26-1","241427003"
"26-1","241427003"
"21-1","241427004"
"26-2","241427005"
"26-2","241427005"
"26-3","241427008"
"502","241427009"
"25","241428003"
"24","241428004"
"40","241428005"
"G3900","226000022"
"21","226000032"
"21","226000032"
"03","241392001"
"10","241395002"
"10","241395002"
"08","241397007"
"08A","241397014"
"08A","241397014"
"11","241401001"
"12","241401002"
"13","241401003"
"14","241401004"
"06","241402001"
"06-1(A)","241402002"
"06-1(A)","241402002"
"06-2","241402003"
"06-2","241402003"
"09A","241453003"
"09B","241453004"
"02","241453013"
"05","241453015"
"05","241453015"
"05-1","241453016"
"07-1","241453017"
"05-1A","241453018"
"72-1","207000002"
"1-9","207000003"
"10-1","207000004"
"1-1","207000009"
"3","207000019"
"7","207000021"
"7","207000021"
"11","207000025"
"133","207000026"
"36","207000027"
"23","207000033"
"5","207000034"
"8","207000035"
"1-5","207000052"
"25-1","207000068"
"10-2","207000085"
"10-3","207000093"
"12","207000097"
"1-7","207000098"
"G6000","207000099"
"56","207000100"
"1-8","207000101"
"G6100","207000102"
"360","207000103"
"1102","207000104"
"G6000N","207000105"
"G6100N","207000106"
"G6100N","207000106"
"57-1","207000107"
"57-1","207000107"
"1205","207000109"
"106-1","207000110"
"학생02-B","207000114"
"학생02-B","207000114"
"학생03-A","207000115"
"학생03-A","207000115"
"학생03-B","207000116"
"학생03-B","207000116"
"학생01-B","207000117"
"학생01-B","207000117"
"학생02-A","207000118"
"학생02-A","207000118"
"학생01-A","207000119"
"학생01-A","207000119"
"8409","234001246"
"8401","234001426"
"8401","234001426"
"P9401(출근)","234001711"
"P9401(퇴근)","234001712"
"P9402(출근)","234001713"
"P9402(퇴근)","234001714"
"P9404(출근)","234001715"
"P9404(출근)","234001715"
"P9404(퇴근)","234001716"
"P9404(퇴근)","234001716"
"35","238000001"
"208","241233001"
"208-5","241233002"
"208-2","241233003"
"208-1","241233004"
"206","241235001"
"206-1","241235002"
"206(귀락)","241235005"
"206-5(A)","241235006"
"206-3","241235007"
"206-5(B)","241235008"
"202","241236001"
"202-1","241236002"
"203","241236003"
"203-1","241236004"
"203-2","241236005"
"의정부01","241236007"
"207","241237001"
"207-1","241237002"
"201둔배미","241239001"
"201보충대","241239002"
"201-1","241239003"
"205-1","241240001"
"205","241240002"
"24-1","230000088"
"25-6","230000097"
"28-21","230000100"
"20-31","230000106"
"22-23","230000110"
"20-5","230000116"
"20-9","230000117"
"29","230000120"
"25-1","230000122"
"28-70","230000123"
"21-2","230000127"
"21-1","230000128"
"24-3","230000130"
"29-10","230000131"
"28-81","230000140"
"28-82","230000142"
"20-51","230000143"
"20-61","230000144"
"21-81","230000178"
"G2100","230000179"
"220","230000180"
"230","230000181"
"240","230000182"
"250","230000183"
"3401","230000184"
"25-10","230000185"
"이천똑버스01","230000186"
"이천똑버스02","230000187"
"이천똑버스03","230000188"
"211","230000189"
"212","230000190"
"551","230000191"
"281","230000192"
"231","230000193"
"282","230000194"
"114","234000039"
"111","234000078"
"21-31","234000435"
"21-3","234000436"
"23-81","234000438"
"20-54","234000441"
"28-2","234000449"
"28-2","234000449"
"28-3","234000451"
"28-3","234000451"
"28-4","234000452"
"28-4","234000452"
"28-41","234000453"
"28-51","234000454"
"28-51","234000454"
"28-6","234000455"
"28-6","234000455"
"28-7","234000456"
"28-7","234000456"
"20-3","234000457"
"20-3","234000457"
"28-8","234000458"
"28-8","234000458"
"28-9","234000459"
"28-56","234000460"
"23-8","234000462"
"23-8","234000462"
"23-9","234000463"
"23-9","234000463"
"24-4","234000466"
"24-4","234000466"
"21-4","234000468"
"21-4","234000468"
"24-7","234000469"
"24-7","234000469"
"24-31","234000472"
"24-5","234000476"
"29-4","234000480"
"25","234000523"
"25-2","234000525"
"25-31","234000527"
"25-3","234000528"
"26-1","234000535"
"28-5","234000751"
"28-5","234000751"
"22-1","234000755"
"22-1","234000755"
"22-3","234000756"
"22-3","234000756"
"22-4","234000757"
"22-4","234000757"
"23","234000759"
"23","234000759"
"23-1","234000762"
"23-1","234000762"
"23-2","234000763"
"23-2","234000763"
"23-31","234000764"
"23-13","234000765"
"23-3","234000766"
"23-4","234000768"
"23-4","234000768"
"23-5","234000769"
"23-71","234000770"
"23-71","234000770"
"23-7","234000771"
"22-2","234000777"
"22-2","234000777"
"23-6","234000900"
"22-8","234001062"
"21-8","234001063"
"21-8","234001063"
"23-92","234001074"
"28-50","234001077"
"28-71","234001078"
"22-11","234001079"
"22-21","234001081"
"22-24","234001082"
"22-30","234001083"
"23-93","234001084"
"23-70","234001088"
"23-90","234001089"
"24-44","234001092"
"24-45","234001093"
"25-20","234001099"
"23-50","234001100"
"29-40","234001116"
"23-94","234001128"
"23-94","234001128"
"21-30","234001133"
"28-30","234001174"
"28-31","234001178"
"28-40","234001179"
"28-42","234001180"
"28-53","234001182"
"28-90","234001185"
"28-91","234001186"
"29-95","234001201"
"29-95","234001201"
"21-14","234001202"
"20-33","234001206"
"23-12","234001209"
"23-12","234001209"
"23-41","234001211"
"25-11","234001213"
"26-11","234001218"
"20-6","234001220"
"28-72","234001223"
"23-80","234001224"
"22-22","234001284"
"21-32","234001287"
"23-82","234001288"
"21-9","234001456"
"21-9","234001456"
"22-25","234001462"
"22-7","234001463"
"22-81","234001464"
"22-81","234001464"
"25-21","234001468"
"25-21","234001468"
"26-12","234001469"
"28-43","234001470"
"28-92","234001471"
"28-83","234001475"
"22-9","234001478"
"21-33","234001517"
"20-53","234001528"
"21-91","234001529"
"28-55","234001537"
"28-54","234001538"
"26-10","234001561"
"21-18","234001566"
"21-19","234001567"
"26-13","234001580"
"24","234001581"
"23-32","234001606"
"23-32","234001606"
"5","234001610"
"6","234001611"
"7","234001612"
"28-20","234001613"
"24-33","234001614"
"210","234001688"
"200","234001689"
"3400","218000117"
"3400","218000117"
"3400","218000117"
"11","229000001"
"11-1","229000002"
"12","229000003"
"30","229000010"
"17","229000013"
"9710","229000023"
"3","229000025"
"31","229000027"
"93","229000033"
"93","229000033"
"70","229000034"
"90","229000038"
"90","229000038"
"92","229000042"
"22","229000064"
"600","229000067"
"G7111","229000072"
"G7111","229000072"
"22-1","229000076"
"37","229000084"
"52","229000088"
"10","229000101"
"95","229000108"
"G7426","229000111"
"G7625","229000112"
"77-1","229000116"
"77-2","229000117"
"77-3","229000118"
"77-3","229000118"
"15","229000121"
"93-3","229000127"
"93-4","229000128"
"93-5","229000129"
"93-6","229000130"
"93-7","229000131"
"37-1","229000132"
"37-2","229000133"
"93-8","229000134"
"93-8","229000134"
"93-9","229000135"
"20-1","229000136"
"93-1","229000137"
"20","229000138"
"93-10","229000139"
"93-2","229000140"
"92-1","229000143"
"23","229000236"
"93-12","229000240"
"93-11","229000242"
"313","229000243"
"313-1","229000244"
"9710-1","229000247"
"93-13","229000249"
"93-14","229000250"
"75","229000251"
"75-1","229000252"
"19","229000261"
"19-1","229000262"
"9709","229000263"
"22-2","229000264"
"7101","229000273"
"7101","229000273"
"70-1","229000276"
"9709N","229000277"
"M7154","229000281"
"7111-1","229000282"
"7111-1","229000282"
"80","229000283"
"150","229000284"
"567","229000285"
"900","229000286"
"9","229000287"
"2200","229000288"
"9030","229000289"
"9030-1","229000290"
"9030-1","229000290"
"9030-1","229000290"
"101","229000291"
"202","229000292"
"3100N","229000294"
"3100N","229000294"
"3100","229000295"
"5000","234001740"
"085","241209001"
"G101","241256001"
"G101","241256001"
"G201","241256002"
"G201","241256002"
"G301","241256003"
"G301","241256003"
"G102","241256004"
"G102","241256004"
"G202","241256005"
"G202","241256005"
"G302","241256006"
"G302","241256006"
"M101","241256007"
"M101","241256007"
"M201","241256008"
"M201","241256008"
"M102","241256009"
"M102","241256009"
"M202","241256010"
"M202","241256010"
"034","241433001"
"038","241433002"
"073","241433003"
"078","241433004"
"083","241433005"
"087","241433006"
"088","241433007"
"088","241433007"
"034-1","241433008"
"061","241434001"
"062","241434002"
"061-1","241434003"
"061-1","241434003"
"021","241434004"
"059","241434005"
"092","241434006"
"092","241434006"
"093","241434007"
"093","241434007"
"093-1","241434008"
"093-1","241434008"
"091","241434009"
"051A","241438001"
"051B","241438002"
"058A","241438005"
"058A(임진각)","241438006"
"058B","241438007"
"058B(임진각)","241438008"
"032","241439002"
"032","241439002"
"033-1","241439004"
"030","241439005"
"033","241439006"
"080A","241439010"
"080B","241439011"
"081","241439012"
"025","241439016"
"036","241439017"
"064","241439018"
"064쌍둥이","241439019"
"064재활용","241439020"
"065","241441001"
"066","241441002"
"065(봉고등교)","241441003"
"065(봉중등교)","241441004"
"065(봉중하교)","241441005"
"065(봉고하교)","241441008"
"055","241441009"
"063","241441010"
"074","241441011"
"037","241441012"
"024","241441013"
"026","241441014"
